city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),populacao_estimada,rent amount (R$)
São Paulo,132,3,2,1,11,1,0,1477,11904961,2950
São Paulo,100,2,1,1,0,1,0,0,11904961,2700
São Paulo,252,3,4,1,0,1,0,0,11904961,12000
São Paulo,65,2,1,0,4,1,0,1261,11904961,1450
Campinas,150,3,4,2,9,1,0,1200,1187974,3400
São Paulo,500,5,5,8,1,1,0,0,11904961,9800
Porto Alegre,27,1,1,0,8,0,1,360,1388794,1000
São Paulo,500,3,4,7,0,0,0,0,11904961,9300
São Paulo,40,1,1,0,2,1,0,250,11904961,1020
Belo Horizonte,45,1,1,1,6,1,0,808,2415872,2900
Rio de Janeiro,86,2,2,2,3,1,1,585,6730729,1500
São Paulo,200,3,3,0,0,1,0,0,11904961,5000
Porto Alegre,49,1,1,0,1,1,0,250,1388794,790
São Paulo,115,2,2,1,2,1,0,1755,11904961,4500
Belo Horizonte,50,2,1,0,0,0,0,0,2415872,644
Campinas,55,2,1,1,10,1,0,399,1187974,900
Rio de Janeiro,78,2,1,1,6,1,0,557,6730729,1050
São Paulo,127,4,3,0,11,0,0,1154,11904961,5300
São Paulo,450,3,4,2,3,1,0,4187,11904961,15000
São Paulo,132,3,1,2,7,0,1,920,11904961,8000
São Paulo,62,2,2,1,7,1,1,520,11904961,3500
Belo Horizonte,300,5,3,1,0,1,0,0,2415872,3770
Rio de Janeiro,195,4,1,0,0,1,0,0,6730729,2990
Campinas,45,2,1,0,2,0,0,250,1187974,1000
Rio de Janeiro,52,1,1,0,1,0,1,850,6730729,1850
São Paulo,46,2,1,1,8,1,0,589,11904961,1100
Belo Horizonte,179,3,3,0,10,1,0,1050,2415872,2400
Rio de Janeiro,60,1,1,0,9,1,0,649,6730729,3100
São Paulo,45,1,1,0,4,1,0,0,11904961,1000
Belo Horizonte,200,4,3,2,0,1,0,0,2415872,3400
Belo Horizonte,30,1,1,0,1,0,0,0,2415872,650
Belo Horizonte,100,3,3,1,3,0,0,350,2415872,1670
Rio de Janeiro,120,3,3,0,5,1,1,600,6730729,5500
São Paulo,105,2,3,2,6,1,0,1850,11904961,3200
São Paulo,97,2,3,2,11,1,1,700,11904961,2660
Rio de Janeiro,140,3,2,1,7,1,0,1400,6730729,4200
São Paulo,90,3,3,2,1,1,0,870,11904961,2630
São Paulo,50,1,1,0,7,1,0,388,11904961,2200
Belo Horizonte,330,5,4,2,0,1,0,0,2415872,8000
São Paulo,367,3,5,3,10,1,1,3400,11904961,6000
São Paulo,75,3,2,1,10,1,0,1000,11904961,3900
Campinas,72,2,1,2,16,1,0,730,1187974,1200
Campinas,52,2,1,1,4,1,1,320,1187974,1800
São Paulo,57,2,2,1,10,0,0,570,11904961,2600
São Paulo,200,3,3,1,11,0,0,3200,11904961,3800
Rio de Janeiro,64,3,2,0,10,1,0,700,6730729,1300
São Paulo,211,3,2,2,6,1,0,2800,11904961,11000
Campinas,164,3,2,2,0,1,0,0,1187974,2100
São Paulo,240,3,3,2,0,1,0,0,11904961,4500
Campinas,64,2,1,1,10,1,0,540,1187974,820
São Paulo,89,2,3,1,0,1,1,360,11904961,5700
São Paulo,69,2,2,1,11,0,1,1000,11904961,4100
São Paulo,140,3,4,2,2,1,0,1400,11904961,2500
São Paulo,103,2,1,0,0,1,0,0,11904961,1300
São Paulo,82,2,2,0,15,0,0,680,11904961,2800
São Paulo,30,1,1,0,4,1,0,415,11904961,1585
Campinas,60,2,1,1,16,0,0,300,1187974,1400
São Paulo,162,3,2,2,7,1,1,1250,11904961,8000
São Paulo,59,2,1,1,8,1,0,0,11904961,3000
São Paulo,230,3,3,3,6,0,0,2100,11904961,10500
São Paulo,110,3,2,1,14,0,0,950,11904961,4500
Campinas,210,3,3,3,7,1,0,1900,1187974,2300
São Paulo,218,3,2,2,6,0,0,2000,11904961,7800
Campinas,50,1,1,1,2,0,0,718,1187974,1600
Belo Horizonte,115,3,3,2,6,1,0,700,2415872,1920
São Paulo,100,2,2,0,1,1,0,900,11904961,2000
São Paulo,230,3,4,4,6,1,0,2100,11904961,5000
São Paulo,280,3,4,2,0,0,1,2000,11904961,15000
São Paulo,390,3,4,4,10,0,0,2710,11904961,9000
São Paulo,60,2,2,2,20,1,0,450,11904961,2872
São Paulo,150,3,2,2,16,1,0,1700,11904961,5000
Rio de Janeiro,60,2,1,1,8,0,0,560,6730729,1000
São Paulo,22,1,1,0,0,0,0,250,11904961,1080
Rio de Janeiro,30,1,1,1,2,1,0,570,6730729,850
São Paulo,49,2,2,1,8,1,0,500,11904961,1550
São Paulo,230,3,4,3,7,1,0,3500,11904961,4700
Rio de Janeiro,200,3,4,2,11,1,1,2100,6730729,8000
Belo Horizonte,167,4,4,3,5,1,0,2000,2415872,4600
Belo Horizonte,420,4,6,5,14,0,0,2000,2415872,15000
Porto Alegre,98,2,1,0,3,1,1,477,1388794,1800
Belo Horizonte,80,3,1,1,12,1,0,554,2415872,1300
Campinas,30,1,1,0,15,1,0,280,1187974,500
São Paulo,296,4,5,5,4,1,1,4300,11904961,12900
Rio de Janeiro,70,2,1,0,3,0,0,800,6730729,1100
Rio de Janeiro,160,2,2,2,1,1,1,2400,6730729,7500
São Paulo,174,3,1,1,0,1,0,0,11904961,3300
Porto Alegre,54,1,1,1,6,1,0,450,1388794,1200
São Paulo,50,1,1,1,10,0,1,1300,11904961,8800
São Paulo,240,3,3,3,8,1,0,2999,11904961,10500
Belo Horizonte,260,4,4,2,0,1,0,0,2415872,15000
São Paulo,210,3,4,4,2,0,0,1990,11904961,6375
São Paulo,119,3,4,3,14,1,0,800,11904961,3680
Belo Horizonte,150,3,1,3,0,1,0,0,2415872,3500
São Paulo,750,4,7,8,0,1,1,0,11904961,15000
São Paulo,67,2,1,1,13,0,0,626,11904961,1800
Rio de Janeiro,50,1,1,0,1,1,0,640,6730729,1428
Rio de Janeiro,36,1,1,0,5,1,0,487,6730729,2500
São Paulo,120,3,2,2,5,1,0,1500,11904961,1900
Porto Alegre,65,3,1,1,1,1,0,400,1388794,850
Belo Horizonte,240,4,4,2,3,1,1,590,2415872,8000
São Paulo,93,2,2,2,3,1,0,800,11904961,3500
Porto Alegre,35,1,1,0,1,1,0,120,1388794,1170
São Paulo,51,2,1,1,9,0,0,450,11904961,2200
São Paulo,85,2,2,1,14,1,0,709,11904961,3300
Campinas,57,1,2,1,12,1,0,391,1187974,2961
Campinas,50,1,1,0,8,1,0,300,1187974,550
São Paulo,75,2,1,0,0,1,0,0,11904961,1500
São Paulo,161,3,3,3,17,1,0,2700,11904961,10000
Campinas,210,4,4,3,7,0,0,1964,1187974,3600
São Paulo,350,3,2,4,0,1,0,0,11904961,12500
Porto Alegre,112,3,3,2,1,1,0,1000,1388794,3000
Campinas,78,3,2,2,3,1,1,755,1187974,1900
São Paulo,54,2,2,1,6,1,0,954,11904961,2800
Campinas,25,1,1,0,3,0,0,200,1187974,1020
São Paulo,62,2,2,0,3,0,0,600,11904961,2000
São Paulo,117,2,2,1,11,0,1,630,11904961,7130
São Paulo,120,4,2,2,0,1,0,0,11904961,3500
Campinas,113,3,2,2,11,1,0,700,1187974,1450
São Paulo,65,2,1,1,3,1,0,700,11904961,2306
Campinas,70,2,1,1,0,0,0,341,1187974,1100
Porto Alegre,67,3,2,2,7,1,0,400,1388794,2000
São Paulo,651,7,7,8,0,1,0,0,11904961,8500
São Paulo,180,3,1,5,0,1,0,0,11904961,6500
São Paulo,30,1,1,0,0,1,0,0,11904961,1000
São Paulo,100,3,3,3,5,1,0,1000,11904961,3500
São Paulo,45,1,1,0,11,1,0,325,11904961,1450
São Paulo,400,4,4,4,0,1,0,0,11904961,8500
São Paulo,100,3,1,0,1,1,0,0,11904961,2200
Porto Alegre,111,2,2,0,15,1,0,850,1388794,1612
Belo Horizonte,70,2,2,2,5,1,0,610,2415872,2100
Porto Alegre,179,3,2,2,0,1,1,0,1388794,3700
Rio de Janeiro,140,3,2,2,1,1,0,1800,6730729,5700
São Paulo,260,3,4,2,0,1,0,0,11904961,7609
Belo Horizonte,268,4,2,4,1,0,0,975,2415872,3000
Belo Horizonte,70,3,2,1,2,1,0,230,2415872,1300
Rio de Janeiro,50,1,1,1,2,1,0,1060,6730729,1500
Belo Horizonte,470,5,4,2,0,1,0,0,2415872,6000
São Paulo,142,3,4,3,13,1,0,1900,11904961,4600
São Paulo,80,1,2,2,5,1,0,0,11904961,6522
São Paulo,100,3,3,3,0,0,0,0,11904961,2500
Campinas,180,3,4,4,0,1,0,0,1187974,3230
Porto Alegre,180,4,1,1,0,1,0,1,1388794,4480
São Paulo,72,1,1,1,0,0,1,670,11904961,4000
São Paulo,90,2,2,1,0,1,0,0,11904961,2200
Campinas,49,1,1,0,3,1,0,417,1187974,583
Porto Alegre,282,4,2,4,0,1,1,0,1388794,5000
São Paulo,114,4,4,2,6,1,0,1115,11904961,2530
São Paulo,170,3,3,2,8,1,0,1800,11904961,7000
São Paulo,200,3,2,3,0,1,0,0,11904961,3600
São Paulo,130,4,4,3,2,1,0,1160,11904961,3000
Belo Horizonte,300,3,4,4,0,1,0,0,2415872,7500
São Paulo,45,1,1,0,2,0,0,150,11904961,750
São Paulo,245,3,5,4,3,1,1,2300,11904961,10000
São Paulo,155,2,3,2,0,1,0,0,11904961,4000
Belo Horizonte,300,3,3,4,0,1,0,0,2415872,3500
Campinas,438,5,4,0,0,1,0,0,1187974,7735
Rio de Janeiro,30,1,1,0,4,0,1,380,6730729,2200
São Paulo,125,2,2,1,0,1,1,0,11904961,2800
Campinas,76,1,2,0,1,1,0,300,1187974,700
São Paulo,58,2,2,2,2,1,0,833,11904961,2030
São Paulo,140,3,2,2,0,1,0,0,11904961,2600
São Paulo,49,2,1,1,1,1,0,415,11904961,1368
São Paulo,350,4,6,4,0,1,0,0,11904961,10000
São Paulo,35,1,1,0,4,1,0,320,11904961,1700
Rio de Janeiro,100,3,1,1,0,1,0,495,6730729,1700
Porto Alegre,86,2,2,2,3,1,0,1000,1388794,2950
Campinas,58,1,1,1,6,1,0,676,1187974,3300
Porto Alegre,62,3,2,1,2,1,1,550,1388794,2100
Belo Horizonte,95,3,2,2,10,1,0,657,2415872,2300
São Paulo,52,1,1,1,11,1,0,730,11904961,2100
São Paulo,80,2,1,0,0,1,0,0,11904961,1280
Belo Horizonte,300,4,4,4,0,1,0,0,2415872,6500
São Paulo,70,2,2,0,6,1,0,570,11904961,1390
Porto Alegre,130,3,3,1,6,1,0,1000,1388794,4900
Campinas,39,1,1,1,1,0,1,573,1187974,1128
Belo Horizonte,73,2,1,1,11,1,1,600,2415872,4500
São Paulo,68,2,1,1,15,1,0,520,11904961,2280
Campinas,80,2,1,0,0,1,0,0,1187974,1200
Rio de Janeiro,450,4,5,1,0,1,0,0,6730729,3300
São Paulo,270,3,4,2,11,1,0,3158,11904961,15000
São Paulo,146,3,4,4,15,1,0,1510,11904961,6000
Rio de Janeiro,100,3,1,0,2,1,0,0,6730729,2000
Campinas,60,2,1,1,2,1,0,314,1187974,1000
São Paulo,55,2,1,1,7,0,0,784,11904961,3500
Campinas,40,1,1,1,6,1,0,600,1187974,650
Porto Alegre,30,1,1,0,0,0,0,0,1388794,500
São Paulo,68,2,2,2,12,0,0,2600,11904961,2300
Campinas,35,1,1,1,11,1,0,350,1187974,966
São Paulo,190,4,4,3,11,1,1,1780,11904961,6900
São Paulo,700,4,10,0,0,1,0,0,11904961,15000
Rio de Janeiro,45,1,1,0,1,1,0,0,6730729,1200
São Paulo,311,3,6,4,23,0,1,1800,11904961,12500
Porto Alegre,110,2,1,0,0,1,0,0,1388794,1070
Campinas,330,3,3,2,10,0,0,2700,1187974,5100
São Paulo,75,3,1,1,2,1,1,770,11904961,1900
Porto Alegre,50,1,1,0,2,1,1,300,1388794,1600
São Paulo,460,4,4,6,0,1,0,0,11904961,5280
Porto Alegre,52,2,1,0,4,1,0,401,1388794,730
São Paulo,155,3,4,2,14,1,0,1400,11904961,13100
Belo Horizonte,55,2,1,1,1,1,0,200,2415872,840
Rio de Janeiro,74,2,1,0,11,1,0,1154,6730729,1900
São Paulo,26,1,1,1,3,1,1,402,11904961,1396
São Paulo,80,2,1,0,1,1,1,500,11904961,3000
São Paulo,450,4,5,5,0,0,0,0,11904961,12000
Campinas,150,2,2,1,0,1,0,0,1187974,1060
São Paulo,135,3,2,2,9,1,0,1836,11904961,4200
Belo Horizonte,140,4,3,4,9,1,0,500,2415872,3500
Campinas,76,3,1,1,2,1,0,480,1187974,1300
São Paulo,450,4,3,6,0,1,0,0,11904961,11900
Belo Horizonte,38,1,1,0,2,0,0,0,2415872,1300
Rio de Janeiro,30,1,1,0,8,0,1,445,6730729,1512
São Paulo,260,2,2,2,0,0,0,0,11904961,3800
Porto Alegre,77,3,2,1,2,0,0,284,1388794,1260
Rio de Janeiro,290,4,3,1,6,1,0,2500,6730729,7000
Rio de Janeiro,47,2,1,0,4,1,0,578,6730729,1500
São Paulo,80,2,2,1,7,1,0,1363,11904961,3700
São Paulo,244,4,3,4,2,1,1,2375,11904961,4774
Campinas,45,1,1,0,9,1,0,670,1187974,800
Belo Horizonte,85,3,2,2,3,0,0,686,2415872,1700
São Paulo,98,3,2,2,3,1,0,1400,11904961,2000
São Paulo,100,2,1,1,0,0,0,0,11904961,1450
Rio de Janeiro,120,3,2,0,2,1,0,1300,6730729,3700
São Paulo,190,3,2,1,8,1,1,2180,11904961,4500
São Paulo,500,4,4,4,0,1,0,3200,11904961,10200
São Paulo,105,3,2,2,1,1,1,1544,11904961,7800
Campinas,50,2,1,1,3,1,0,613,1187974,1000
São Paulo,126,4,3,2,4,0,0,1500,11904961,4500
São Paulo,74,2,3,1,2,1,0,1180,11904961,4500
Rio de Janeiro,130,3,3,2,3,1,1,2500,6730729,7000
São Paulo,140,2,1,1,6,0,1,2000,11904961,5500
Porto Alegre,160,3,2,2,0,1,0,100,1388794,2000
São Paulo,250,3,4,3,4,1,0,3570,11904961,14000
Rio de Janeiro,90,2,2,1,4,1,0,1090,6730729,900
Rio de Janeiro,144,4,2,2,4,1,0,2000,6730729,3590
Rio de Janeiro,170,3,1,1,10,1,1,600,6730729,2480
Rio de Janeiro,65,2,1,1,7,1,0,750,6730729,1400
Porto Alegre,80,2,1,0,0,1,0,0,1388794,990
São Paulo,20,1,1,0,4,0,1,150,11904961,3142
São Paulo,79,2,2,2,18,0,1,800,11904961,5900
São Paulo,70,2,1,0,1,1,0,0,11904961,2448
São Paulo,30,1,1,0,9,0,1,423,11904961,2350
São Paulo,250,3,5,3,4,1,0,3500,11904961,6800
Porto Alegre,50,1,1,0,2,1,1,300,1388794,930
São Paulo,116,3,2,2,5,1,0,1726,11904961,2300
São Paulo,216,4,3,4,28,0,0,1868,11904961,5000
São Paulo,290,3,5,4,8,1,1,3580,11904961,7000
São Paulo,300,5,6,6,0,1,0,0,11904961,9500
São Paulo,245,4,3,4,8,1,0,3450,11904961,6000
Belo Horizonte,150,4,2,3,18,0,1,1300,2415872,4900
São Paulo,130,3,4,2,11,0,0,1550,11904961,2318
São Paulo,112,1,2,3,0,1,0,0,11904961,2878
São Paulo,78,2,2,1,8,1,0,586,11904961,1680
São Paulo,84,2,1,2,11,0,1,800,11904961,4000
Rio de Janeiro,23,1,1,0,8,0,0,569,6730729,2000
Belo Horizonte,174,3,1,0,0,0,0,0,2415872,5500
São Paulo,104,1,3,2,14,0,0,2000,11904961,4200
Porto Alegre,63,1,1,0,3,1,0,340,1388794,900
São Paulo,51,2,1,1,7,1,0,468,11904961,1100
Rio de Janeiro,70,2,2,1,4,1,0,1500,6730729,3460
Belo Horizonte,150,4,4,2,12,1,0,1218,2415872,4000
Rio de Janeiro,90,2,2,1,8,1,0,800,6730729,2156
Rio de Janeiro,80,2,2,1,2,1,1,4100,6730729,7500
Porto Alegre,60,1,1,1,4,0,0,2400,1388794,800
Belo Horizonte,85,3,2,1,2,0,0,450,2415872,1500
São Paulo,70,2,1,0,24,0,1,450,11904961,3200
Rio de Janeiro,50,1,1,0,2,0,0,800,6730729,800
São Paulo,38,1,1,0,6,1,0,420,11904961,2080
Porto Alegre,147,3,3,3,0,1,0,0,1388794,2600
Porto Alegre,222,3,2,2,3,0,1,770,1388794,5083
São Paulo,185,4,4,4,8,1,0,2500,11904961,7500
Campinas,284,3,5,6,0,1,0,550,1187974,5100
São Paulo,45,2,1,1,6,0,0,240,11904961,1470
Rio de Janeiro,290,3,3,1,9,1,0,1600,6730729,5300
São Paulo,74,3,2,2,15,1,0,850,11904961,1250
Campinas,115,3,2,2,15,1,0,1018,1187974,2690
Porto Alegre,37,1,1,0,4,1,0,338,1388794,1600
Belo Horizonte,650,7,6,3,0,1,0,0,2415872,13000
São Paulo,30,1,1,0,1,0,0,0,11904961,1459
São Paulo,87,1,1,2,14,1,1,870,11904961,7900
São Paulo,553,5,6,5,15,1,1,6000,11904961,3360
São Paulo,250,3,4,4,16,1,0,3421,11904961,10700
São Paulo,600,4,5,6,0,1,0,0,11904961,6000
São Paulo,250,3,3,3,0,1,0,0,11904961,4500
São Paulo,30,1,1,1,16,1,0,399,11904961,1799
Belo Horizonte,62,3,1,1,2,0,0,260,2415872,950
Rio de Janeiro,115,2,2,2,1,1,0,900,6730729,3000
Rio de Janeiro,130,3,1,0,4,1,0,1050,6730729,6800
São Paulo,35,1,1,0,15,1,0,306,11904961,2000
Belo Horizonte,350,4,3,3,9,0,0,2050,2415872,10000
São Paulo,100,3,2,0,0,0,0,0,11904961,3000
Campinas,85,3,2,2,9,1,0,1225,1187974,2600
São Paulo,60,1,1,1,0,1,0,0,11904961,1500
Campinas,197,3,3,2,8,1,0,1600,1187974,2500
São Paulo,177,4,5,4,12,1,0,1500,11904961,9200
Rio de Janeiro,96,2,1,0,8,1,1,700,6730729,5000
São Paulo,678,5,6,4,0,1,0,0,11904961,15000
Rio de Janeiro,126,2,2,1,5,1,0,1800,6730729,7500
São Paulo,130,3,3,1,6,1,0,1390,11904961,4200
Campinas,113,2,1,1,8,1,0,670,1187974,1250
São Paulo,380,3,4,2,0,1,0,0,11904961,12000
São Paulo,80,1,1,1,10,1,0,1800,11904961,2500
São Paulo,420,4,6,4,8,1,0,3500,11904961,15000
São Paulo,500,8,5,2,0,1,0,0,11904961,11000
São Paulo,33,1,1,1,12,1,1,560,11904961,2900
São Paulo,700,4,6,6,0,1,0,0,11904961,12500
São Paulo,50,1,1,1,0,1,0,0,11904961,1100
Porto Alegre,70,2,2,0,4,1,0,330,1388794,1410
Belo Horizonte,332,3,2,8,0,0,0,0,2415872,7000
Rio de Janeiro,83,2,3,2,4,1,1,3850,6730729,6000
Campinas,62,2,2,2,5,1,0,800,1187974,3000
São Paulo,30,1,1,0,12,1,1,350,11904961,3300
São Paulo,240,4,6,4,2,0,0,2000,11904961,4410
São Paulo,27,1,1,0,0,0,0,0,11904961,835
Rio de Janeiro,87,3,2,1,3,1,0,1200,6730729,1440
Porto Alegre,238,3,3,3,2,1,1,700,1388794,4180
Rio de Janeiro,68,2,1,0,3,1,0,925,6730729,2300
Rio de Janeiro,30,1,1,0,19,1,0,590,6730729,800
Rio de Janeiro,24,1,1,0,5,1,1,500,6730729,1200
São Paulo,80,3,2,1,1,0,0,402,11904961,1613
Belo Horizonte,70,3,1,1,3,1,0,275,2415872,1100
São Paulo,250,4,3,2,0,0,0,0,11904961,10000
Belo Horizonte,83,3,3,2,5,1,1,990,2415872,3500
Porto Alegre,339,3,5,4,11,1,1,3000,1388794,14000
Campinas,75,2,1,1,0,1,0,0,1187974,1300
São Paulo,154,4,3,3,4,1,0,1630,11904961,4350
Rio de Janeiro,80,2,2,1,5,1,0,891,6730729,1800
Porto Alegre,156,3,1,0,2,1,0,500,1388794,1600
São Paulo,190,3,4,3,2,1,0,3800,11904961,5950
São Paulo,200,3,2,2,0,1,0,0,11904961,2900
Belo Horizonte,600,3,5,8,0,1,0,800,2415872,10000
Belo Horizonte,57,3,2,1,2,1,0,225,2415872,1100
Belo Horizonte,110,3,2,2,3,0,1,550,2415872,2600
São Paulo,240,3,4,5,9,1,0,3200,11904961,6400
São Paulo,40,1,1,1,9,0,0,440,11904961,2800
Campinas,160,3,2,2,12,1,0,1026,1187974,1650
São Paulo,120,3,2,2,1,1,0,2450,11904961,3940
Campinas,51,1,1,1,1,1,0,670,1187974,820
Porto Alegre,55,1,1,1,3,1,0,250,1388794,2300
São Paulo,820,4,4,5,0,1,0,0,11904961,7225
São Paulo,168,3,4,2,9,1,0,1800,11904961,5500
Porto Alegre,68,1,2,1,4,1,1,500,1388794,2500
São Paulo,260,4,4,6,22,1,1,2480,11904961,5500
São Paulo,93,2,2,1,8,1,0,1258,11904961,2490
São Paulo,182,3,3,5,0,1,0,0,11904961,4200
Rio de Janeiro,215,3,2,0,5,1,0,1400,6730729,4000
São Paulo,280,3,3,4,0,1,0,0,11904961,9500
Rio de Janeiro,68,2,1,1,5,1,0,660,6730729,870
São Paulo,76,1,2,1,4,1,1,1180,11904961,4200
São Paulo,156,3,4,3,4,1,0,1650,11904961,9000
Porto Alegre,271,4,3,1,7,1,0,1500,1388794,3900
Campinas,297,4,6,2,3,1,0,2800,1187974,2800
São Paulo,73,2,1,1,8,1,0,525,11904961,1360
São Paulo,350,3,4,5,0,1,0,0,11904961,5500
São Paulo,100,2,3,3,0,1,1,1200,11904961,7650
São Paulo,100,3,2,0,3,0,0,800,11904961,2000
Campinas,180,3,4,4,0,1,0,1000,1187974,4500
São Paulo,350,7,4,2,0,1,0,0,11904961,4600
Porto Alegre,40,1,1,0,7,1,0,180,1388794,1000
Rio de Janeiro,106,3,2,1,5,1,0,1434,6730729,5000
São Paulo,63,2,2,1,19,1,1,1000,11904961,11000
Rio de Janeiro,200,4,3,2,6,1,1,2100,6730729,9200
Rio de Janeiro,65,2,2,0,1,1,0,250,6730729,3600
Rio de Janeiro,25,1,1,0,4,1,1,356,6730729,1984
São Paulo,95,3,2,2,5,1,0,1760,11904961,1200
São Paulo,36,1,1,1,8,1,1,600,11904961,3400
Rio de Janeiro,273,4,4,2,5,1,0,2800,6730729,10200
São Paulo,159,2,2,1,8,1,1,1236,11904961,4200
Rio de Janeiro,110,2,2,1,6,1,1,2500,6730729,5000
Porto Alegre,130,4,4,3,3,1,1,1600,1388794,10840
São Paulo,20,1,1,0,0,0,0,0,11904961,990
São Paulo,330,4,5,4,0,1,0,0,11904961,4000
Rio de Janeiro,30,1,1,0,8,0,0,550,6730729,1216
São Paulo,190,4,3,2,1,1,0,1733,11904961,5000
São Paulo,195,2,3,1,10,1,0,1500,11904961,6000
São Paulo,43,2,7,2,11,1,0,257,11904961,2270
Campinas,49,2,1,1,5,1,0,273,1187974,950
São Paulo,68,3,1,1,1,1,0,560,11904961,1410
Porto Alegre,63,2,2,2,3,1,1,500,1388794,2150
São Paulo,298,4,4,3,6,1,0,3356,11904961,9000
São Paulo,52,1,2,1,4,1,1,795,11904961,3850
São Paulo,350,3,2,4,0,1,0,0,11904961,10200
São Paulo,170,4,2,1,3,1,1,2437,11904961,5200
Rio de Janeiro,120,3,2,2,1,1,0,1784,6730729,5300
Rio de Janeiro,30,1,1,0,19,1,0,800,6730729,1250
Belo Horizonte,67,2,1,0,5,0,1,388,2415872,1140
São Paulo,210,3,4,0,0,1,1,0,11904961,4200
Porto Alegre,40,1,1,1,1,0,1,250,1388794,1050
Porto Alegre,117,3,2,1,1,1,0,706,1388794,3400
São Paulo,67,2,1,1,7,1,0,570,11904961,1420
Porto Alegre,60,2,1,2,0,1,0,0,1388794,1400
São Paulo,856,5,7,6,4,1,0,7500,11904961,10000
Rio de Janeiro,34,1,1,0,7,1,0,625,6730729,1700
São Paulo,717,5,5,8,16,1,0,4300,11904961,2500
Porto Alegre,96,2,1,0,2,0,0,200,1388794,1000
Porto Alegre,70,1,2,0,0,0,0,0,1388794,1500
Rio de Janeiro,65,1,1,0,10,0,1,672,6730729,2400
São Paulo,58,2,2,1,18,1,0,317,11904961,1783
São Paulo,140,3,3,3,2,1,0,1640,11904961,4200
São Paulo,195,3,4,3,0,1,0,0,11904961,8500
Rio de Janeiro,83,2,1,1,8,1,1,1108,6730729,1800
Porto Alegre,40,1,1,1,6,1,0,180,1388794,1250
São Paulo,70,1,1,0,0,0,0,0,11904961,900
Rio de Janeiro,94,3,3,2,4,1,0,2076,6730729,5000
São Paulo,34,1,1,1,11,0,1,620,11904961,2800
Campinas,30,1,1,0,4,1,0,336,1187974,503
São Paulo,73,2,2,1,12,1,0,700,11904961,1250
Campinas,270,3,3,3,1,1,0,2500,1187974,7220
São Paulo,40,1,1,1,16,0,0,900,11904961,3000
São Paulo,25,1,1,0,0,0,0,0,11904961,836
São Paulo,112,3,2,1,8,1,0,810,11904961,3850
São Paulo,105,3,2,2,6,1,0,1002,11904961,2583
São Paulo,130,3,2,2,0,1,0,0,11904961,3300
Belo Horizonte,118,4,2,1,1,1,0,600,2415872,2300
Campinas,85,3,2,1,1,1,0,650,1187974,1300
São Paulo,380,4,4,3,0,1,1,0,11904961,7500
São Paulo,109,3,2,1,2,1,0,1450,11904961,5300
Belo Horizonte,758,5,4,5,3,1,0,7630,2415872,15000
Belo Horizonte,300,4,3,3,0,1,0,0,2415872,6290
Belo Horizonte,72,2,3,0,1,1,1,826,2415872,2400
Belo Horizonte,148,4,3,2,12,1,0,1886,2415872,5500
Porto Alegre,75,2,1,0,9,1,0,450,1388794,1000
Rio de Janeiro,68,2,2,1,7,0,0,655,6730729,1100
São Paulo,64,2,2,2,8,0,0,800,11904961,2100
Belo Horizonte,206,4,3,2,4,1,0,1530,2415872,6500
São Paulo,320,3,4,3,8,1,0,3400,11904961,6800
Rio de Janeiro,116,3,3,2,2,0,0,557,6730729,2500
Campinas,560,7,7,8,0,1,0,0,1187974,9000
São Paulo,320,4,3,4,5,1,0,3000,11904961,5200
Rio de Janeiro,55,1,1,1,1,1,1,2750,6730729,2400
São Paulo,85,2,2,0,8,1,1,850,11904961,4900
São Paulo,100,2,2,1,6,0,0,1000,11904961,2690
São Paulo,400,5,5,5,0,1,0,0,11904961,6400
Porto Alegre,220,3,2,2,0,1,0,0,1388794,2600
Rio de Janeiro,80,2,2,0,6,1,1,810,6730729,2000
Campinas,66,1,1,2,2,1,0,577,1187974,1600
Porto Alegre,80,2,2,1,12,1,0,500,1388794,2000
São Paulo,260,5,4,4,12,1,0,3400,11904961,11000
São Paulo,450,4,5,6,0,0,1,0,11904961,9000
Porto Alegre,88,2,2,1,3,1,0,550,1388794,2100
Campinas,157,3,5,3,1,1,0,2300,1187974,7000
São Paulo,129,3,5,0,14,1,0,1200,11904961,6000
São Paulo,692,5,6,5,0,1,0,4500,11904961,15000
São Paulo,310,3,4,3,8,1,0,2400,11904961,4500
Porto Alegre,215,3,4,2,1,1,0,1900,1388794,3600
São Paulo,250,3,4,2,0,1,0,0,11904961,4200
São Paulo,140,3,2,2,13,0,0,1475,11904961,2000
São Paulo,100,1,1,0,0,0,0,0,11904961,950
Campinas,47,2,1,1,2,1,0,253,1187974,1200
Campinas,48,2,1,1,0,1,0,250,1187974,1200
São Paulo,71,2,3,2,13,0,0,500,11904961,3700
São Paulo,70,2,1,2,0,0,0,0,11904961,1400
São Paulo,67,2,1,1,3,0,0,722,11904961,2600
São Paulo,120,3,2,1,0,1,0,0,11904961,1850
São Paulo,465,5,5,2,0,1,1,0,11904961,8960
Rio de Janeiro,120,3,2,0,5,1,1,981,6730729,5000
São Paulo,92,2,1,0,9,0,0,935,11904961,1790
Porto Alegre,78,3,2,2,6,1,1,720,1388794,3500
São Paulo,100,3,1,1,10,1,0,700,11904961,1400
São Paulo,87,2,3,2,16,0,0,541,11904961,5700
São Paulo,160,2,2,4,0,1,0,0,11904961,2975
